.
Stunning
Love The Design
I need this in my life!! Love this!
I need this in my life!! Love this!
I need this in my life!! Love this!
Nice
"@vesselbags ... I love my vessel backpack. As a Pastry Chef I load this bag with everything I need for a day at work. Brilliant design !!!
Looks as good today as the first day. #iamafan #vesselbagsrock"
 #TheTimeIsART ...
Any tech in this bag? Ie charging capabilities.
I Like this bag @vesselbags
Home. Then Barcelona.
"I would take this bag to Surrey, England. I Have heard it is beautiful there!! Cheerio! Mate!"
Love The Bags
Your shot looks nice!
Love The Design
Love it! 
What is the price ?
Got backpacks with wheels too? Something like a 45L... hand luggage style?
Awsome bag
"Nice bag dude! Talking about travel, I just bumped into some crazy hot aluminum carry-on, looks like they are pre crowdfunding, I figured Ill share @osterempress"
Joli 
This is awesome
This is cool.
Love The Design
Looking good
Love The Bags
Nyc
Wow!!!!! How????
@zion.indd do you have one of these or what. I started following them after you commented a while back
marky mark
Bomb burgers on Sunset.   Hello.
Nice
Just sent you a direct message 
Stylish
.
Ohhhhh this bags fireeee
Love The Bags
!!
Love The Design
..
The best of the best!!!!
Love The Bags
Love The Design
Love The Bags
@annbaileywhite
...
Love The Design
Amazing
Love The Bags
Nice
Love The Bags
Love The Design
..
..
Love The Design
Love The Bags
@jam_on_jamboy  just a reminder that I bought you all of the birthday gifts you sent me hints for
Does it go through X-ray with it removal of laptop?
Love this backpack!
 !
"I love this! """
Fire!!
Nice leuke tas
How do I order this lite bag
@kmoschelly it looks great on you babe 
Love The Design
I love mine!!
..
Love The Design
Cool shot! #GentWorthy
!!
